student_id,batch,gender,branch,tenth_pct,twelfth_or_diploma_pct,cgpa,active_backlogs,backlog_history,coding_problems_solved,aptitude_score_pct,communication_score,projects_count,project_quality_score,internships_count,internship_months,certifications_count,hackathons_count,club_roles_count,github_public_repos,github_contributions_last_year,github_stars_count,linkedin_connections_count,linkedin_profile_score,placed
STU-1353,Batch 2023,Female,Civil,88.0,70.7,5.61,0,0,8,67.2,4.1,2,2.9,1,2,0,2,0,1,357,0,345,2.6,0
STU-1354,Batch 2023,Male,Information Tech,51.0,86.7,8.73,0,0,134,59.6,4.2,3,1.5,1,2,0,0,0,1,33,2,352,3.6,1
STU-1355,Batch 2024,Male,Information Tech,84.8,81.8,8.26,0,0,57,59.1,4.4,2,3.1,1,2,1,0,0,1,71,0,500,3.4,0
STU-1356,Batch 2023,Female,Information Tech,71.5,82.5,7.91,0,0,278,56.1,5.0,2,1.1,0,0,1,3,0,6,34,2,497,4.1,1
STU-1357,Batch 2024,Male,Computer Science,59.7,60.0,9.07,0,0,116,60.4,3.1,2,3.5,0,0,0,0,2,1,166,5,312,3.8,1
STU-1358,Batch 2025,Female,Computer Science,83.1,88.3,6.36,3,3,10,78.6,3.5,3,2.3,0,0,2,1,0,3,224,0,253,4.7,0
STU-1359,Batch 2024,Female,Electronics,91.7,77.9,9.32,0,0,325,64.9,3.1,2,3.3,1,2,0,0,1,6,69,0,227,3.1,1
STU-1360,Batch 2024,Male,Computer Science,76.6,70.9,8.43,0,1,33,49.1,3.4,1,4.4,2,6,1,1,0,3,140,2,286,4.2,0
STU-1361,Batch 2024,Male,Electronics,87.5,76.6,7.14,0,1,45,92.8,4.6,2,2.3,0,0,1,1,0,6,211,0,259,3.7,1
STU-1362,Batch 2024,Female,Computer Science,94.1,55.5,8.65,0,0,57,72.5,2.3,4,4.2,1,2,0,0,0,6,98,2,398,2.3,1
STU-1363,Batch 2024,Male,Information Tech,91.1,79.5,6.18,1,1,6,48.3,2.7,2,2.8,0,0,2,1,1,3,346,15,379,2.9,1
STU-1364,Batch 2025,Female,Computer Science,94.4,63.7,6.49,0,0,75,61.8,4.5,3,4.8,1,2,0,1,0,6,266,0,403,3.5,1
STU-1365,Batch 2024,Male,Information Tech,85.4,60.1,6.73,0,0,14,69.6,4.2,0,2.9,0,0,0,0,0,6,12,0,496,4.5,0
STU-1366,Batch 2025,Female,Electronics,78.8,58.3,6.82,0,1,56,91.9,3.1,2,2.4,0,0,0,0,0,3,175,2,500,4.0,1
STU-1367,Batch 2025,Male,Computer Science,62.0,87.2,6.24,1,1,48,52.5,4.1,2,3.8,1,6,1,0,0,3,48,0,337,2.7,0
STU-1368,Batch 2023,Female,Information Tech,75.5,68.1,8.75,0,0,163,81.7,3.7,3,2.8,1,2,1,0,0,3,147,0,474,3.5,1
STU-1369,Batch 2023,Male,Information Tech,69.6,91.9,7.12,0,1,179,87.6,4.6,0,2.4,1,2,1,0,0,12,566,5,271,5.0,0
STU-1370,Batch 2023,Female,Electronics,98.0,69.1,7.79,0,1,18,59.2,3.5,3,2.8,0,0,0,0,0,6,380,2,486,3.7,1
STU-1371,Batch 2023,Male,Civil,76.2,56.2,6.77,0,0,50,64.1,4.2,2,3.2,0,0,0,0,0,1,93,0,469,3.3,0
STU-1372,Batch 2023,Female,Electronics,79.2,62.7,5.4,1,1,51,53.5,5.0,1,4.4,0,0,2,1,0,6,62,0,461,4.0,0
STU-1373,Batch 2025,Female,Computer Science,83.5,88.6,7.7,0,0,18,65.2,3.9,1,1.5,2,4,0,0,0,3,48,2,333,4.2,0
STU-1374,Batch 2023,Male,Computer Science,78.4,73.3,5.3,0,0,176,67.5,3.4,1,3.2,2,6,2,2,0,6,137,2,226,3.2,0
STU-1375,Batch 2024,Male,Computer Science,95.0,69.0,7.32,0,1,135,77.2,4.0,2,3.8,0,0,0,0,0,6,22,5,125,4.0,0
STU-1376,Batch 2025,Male,Information Tech,71.8,76.8,5.89,1,2,23,83.3,3.1,0,3.4,0,0,2,0,0,3,143,0,314,3.3,0
STU-1377,Batch 2023,Female,Computer Science,79.9,80.5,9.59,0,0,50,57.5,5.0,1,4.4,2,6,0,1,1,12,10,15,500,4.2,1
STU-1378,Batch 2025,Female,Information Tech,70.6,87.3,8.4,1,1,12,40.5,3.5,3,3.1,0,0,1,0,0,6,70,2,277,3.7,1
STU-1379,Batch 2023,Male,Information Tech,64.8,90.9,7.52,0,1,109,67.7,3.2,1,3.0,1,6,0,0,0,6,45,2,430,4.0,1
STU-1380,Batch 2023,Male,Computer Science,71.9,71.0,8.79,0,0,14,72.1,2.7,1,3.7,0,0,0,0,0,1,639,2,438,3.0,0
STU-1381,Batch 2025,Male,Electronics,77.6,60.4,6.47,0,0,469,71.5,4.3,2,3.3,1,2,0,0,1,12,234,0,280,2.9,1
STU-1382,Batch 2024,Female,Computer Science,73.7,70.5,8.0,0,0,167,63.4,4.1,2,2.8,1,2,0,0,1,12,77,15,500,4.4,1
STU-1383,Batch 2025,Male,Computer Science,71.1,77.9,7.62,0,0,54,69.7,3.0,2,3.7,1,6,0,3,0,1,18,0,20,3.5,0
STU-1384,Batch 2025,Other,Electronics,63.9,64.4,7.69,0,0,95,89.2,3.9,2,2.6,1,6,1,0,0,3,131,0,149,3.8,1
STU-1385,Batch 2025,Male,Information Tech,77.2,64.5,8.8,0,0,267,73.3,2.2,2,2.6,0,0,1,2,0,3,43,5,192,3.4,0
STU-1386,Batch 2023,Female,Electronics,63.0,78.8,8.21,0,0,89,62.8,3.5,2,2.7,1,2,2,1,2,6,138,2,205,4.3,1
STU-1387,Batch 2023,Male,Information Tech,85.6,74.5,7.72,0,0,21,61.0,3.8,1,4.4,1,6,1,0,1,6,325,5,367,3.1,1
STU-1388,Batch 2025,Male,Computer Science,78.8,75.4,5.58,0,0,52,65.6,4.8,1,1.0,0,0,1,0,0,1,172,2,361,3.5,0
STU-1389,Batch 2025,Female,Mechanical,63.4,66.7,6.34,0,0,204,90.9,2.8,2,3.6,0,0,1,1,1,12,181,0,375,4.2,1
STU-1390,Batch 2025,Female,Electronics,74.9,72.5,7.27,0,0,114,65.4,2.4,1,3.2,0,0,1,2,1,1,140,15,403,4.5,0
STU-1391,Batch 2024,Other,Electronics,70.5,64.8,7.5,1,2,116,67.7,2.7,2,1.7,1,2,1,0,0,6,472,0,187,3.2,0
STU-1392,Batch 2024,Male,Computer Science,81.2,84.8,6.16,3,3,222,61.2,2.3,2,3.5,0,0,2,0,0,3,484,5,149,5.0,0
STU-1393,Batch 2025,Male,Information Tech,91.4,86.4,9.9,1,1,247,83.4,4.5,1,3.6,1,2,0,0,0,3,129,0,375,3.9,1
STU-1394,Batch 2024,Female,Information Tech,59.2,54.7,9.07,0,0,278,95.4,4.6,1,3.7,0,0,0,0,0,1,66,5,232,2.8,1
STU-1395,Batch 2025,Female,Computer Science,79.2,64.8,8.06,0,1,11,74.3,3.7,1,1.0,2,4,1,0,1,1,111,0,100,3.9,1
STU-1396,Batch 2025,Male,Civil,76.4,58.5,7.48,0,0,86,69.2,4.4,2,4.4,0,0,0,2,0,6,37,2,456,3.3,1
STU-1397,Batch 2024,Male,Computer Science,84.7,67.8,7.17,0,0,148,68.5,3.5,2,2.5,0,0,2,0,1,6,182,5,500,3.9,0
STU-1398,Batch 2025,Male,Civil,80.1,74.1,6.35,1,1,156,34.6,3.3,2,3.8,1,3,2,1,2,1,125,0,500,3.6,1
STU-1399,Batch 2025,Female,Information Tech,70.5,59.1,7.49,0,0,103,78.4,3.1,1,3.9,1,3,0,1,0,1,20,2,346,3.7,0
STU-1400,Batch 2023,Male,Computer Science,74.8,64.9,7.68,0,0,20,69.9,3.2,2,2.4,0,0,0,0,0,1,40,5,408,2.9,1
STU-1401,Batch 2025,Male,Information Tech,70.0,64.0,6.03,2,2,176,74.0,2.2,3,3.8,0,0,1,0,1,6,118,2,500,4.4,0
STU-1402,Batch 2024,Male,Mechanical,88.8,77.3,7.77,0,0,140,58.0,3.6,1,2.9,0,0,1,1,1,6,393,15,230,2.7,0
STU-1403,Batch 2025,Male,Electronics,78.2,75.8,7.23,0,0,10,62.6,3.4,2,1.3,1,2,0,2,1,1,150,0,475,2.7,1
STU-1404,Batch 2024,Male,Mechanical,97.0,67.1,5.3,1,1,69,62.2,4.0,4,4.3,1,3,1,1,0,6,206,0,359,3.9,0
STU-1405,Batch 2025,Male,Electronics,77.4,76.9,6.45,1,1,21,82.3,3.5,1,2.5,1,2,1,0,0,1,75,0,448,4.9,0
STU-1406,Batch 2024,Male,Electronics,70.9,69.0,6.95,0,0,45,62.7,3.3,2,2.4,1,6,0,0,0,12,153,0,346,3.3,0
STU-1407,Batch 2023,Female,Mechanical,62.9,72.0,9.48,0,0,2,97.2,2.7,0,2.8,1,2,0,0,2,12,107,0,500,4.2,1
STU-1408,Batch 2025,Male,Computer Science,60.0,93.4,8.01,0,0,56,74.0,3.5,2,3.4,0,0,2,0,0,6,194,2,351,4.5,1
STU-1409,Batch 2023,Male,Information Tech,62.2,89.7,5.93,0,0,88,50.1,4.0,0,3.1,2,4,0,1,2,12,10,0,112,4.3,0
STU-1410,Batch 2024,Female,Computer Science,80.7,60.7,7.93,0,0,106,66.2,2.5,4,3.7,1,2,2,0,0,12,122,0,500,3.4,0
STU-1411,Batch 2025,Female,Civil,83.1,84.1,5.7,0,1,120,58.9,3.5,2,2.0,0,0,1,1,2,12,63,0,187,2.7,0
STU-1412,Batch 2025,Male,Civil,62.2,83.9,8.59,0,1,199,37.3,3.6,2,2.5,0,0,1,0,0,6,71,5,495,1.8,1
STU-1413,Batch 2024,Male,Computer Science,87.0,62.4,6.88,0,0,27,90.4,2.8,2,3.1,0,0,2,1,0,3,584,2,307,3.4,0
STU-1414,Batch 2024,Male,Electronics,73.2,84.0,7.3,1,1,14,77.8,2.9,2,4.9,0,0,2,3,0,3,36,0,485,4.5,1
STU-1415,Batch 2024,Female,Civil,79.5,91.9,8.86,1,1,210,75.5,3.6,2,3.1,1,3,0,0,0,3,67,5,479,2.7,1
STU-1416,Batch 2023,Other,Computer Science,94.1,62.7,5.98,3,4,19,70.3,2.5,3,4.2,1,2,0,2,0,6,128,0,380,4.2,0
STU-1417,Batch 2024,Female,Information Tech,87.0,64.9,5.86,0,0,405,48.7,3.7,4,3.2,1,3,2,0,0,1,358,50,391,2.8,1
STU-1418,Batch 2025,Female,Civil,75.3,86.2,6.76,0,0,203,61.2,2.7,2,2.8,1,2,1,0,0,3,97,2,379,3.7,1
STU-1419,Batch 2025,Female,Computer Science,69.1,78.0,8.54,0,0,76,79.8,4.3,3,3.0,1,3,0,2,0,3,245,0,38,4.2,1
STU-1420,Batch 2025,Male,Electronics,56.5,81.1,5.73,0,0,438,53.3,5.0,2,3.0,1,2,2,2,1,3,349,2,337,3.1,1
STU-1421,Batch 2025,Male,Computer Science,70.8,78.7,5.0,0,1,11,32.6,2.7,2,3.7,0,0,0,0,0,6,67,2,164,3.7,0
STU-1422,Batch 2023,Female,Civil,75.9,79.3,6.9,1,1,40,64.8,3.8,2,4.4,0,0,0,0,0,12,90,0,344,3.3,1
STU-1423,Batch 2024,Female,Civil,68.1,60.4,8.01,0,0,112,66.0,2.8,1,3.5,1,6,0,1,1,6,79,5,160,4.2,1
STU-1424,Batch 2023,Male,Civil,76.7,86.5,8.72,0,1,47,69.9,4.2,0,4.3,0,0,1,1,0,6,322,0,154,3.8,1
STU-1425,Batch 2024,Female,Information Tech,78.8,87.9,6.89,0,0,290,78.2,2.4,1,2.3,0,0,1,0,2,6,10,0,500,3.6,1
STU-1426,Batch 2024,Male,Mechanical,75.8,72.5,6.95,0,0,7,76.9,3.8,2,2.8,2,4,0,1,0,3,66,0,470,4.8,1
STU-1427,Batch 2025,Male,Mechanical,71.5,74.5,8.67,0,0,88,71.6,2.7,1,2.5,1,3,0,0,0,1,205,0,319,4.1,1
STU-1428,Batch 2024,Male,Computer Science,79.7,58.2,5.34,1,2,98,84.7,3.2,2,3.5,0,0,0,0,0,12,150,0,346,3.0,0
STU-1429,Batch 2023,Male,Mechanical,82.4,80.7,6.97,0,0,116,46.7,2.6,4,2.9,1,2,1,0,0,3,103,5,285,3.5,0
STU-1430,Batch 2023,Female,Computer Science,67.1,81.3,7.61,0,0,32,75.1,4.1,1,3.9,1,2,0,0,0,1,140,0,400,3.5,0
STU-1431,Batch 2025,Male,Information Tech,92.1,74.3,7.89,0,0,50,76.8,2.7,2,2.4,0,0,2,2,0,6,40,0,225,3.7,1
STU-1432,Batch 2024,Female,Computer Science,77.0,87.4,6.84,0,0,204,50.6,3.8,1,3.2,0,0,0,0,0,1,101,2,459,5.0,1
STU-1433,Batch 2023,Female,Computer Science,78.2,71.3,7.44,0,0,24,47.0,3.1,0,3.8,2,4,3,3,0,3,125,5,285,3.9,1
STU-1434,Batch 2023,Female,Computer Science,85.1,81.2,5.0,0,0,193,57.6,3.3,2,1.3,0,0,0,0,0,1,417,50,261,2.0,0
STU-1435,Batch 2025,Male,Electronics,80.3,63.8,6.68,0,0,91,58.7,3.5,2,5.0,0,0,2,1,0,1,54,2,323,3.2,1
STU-1436,Batch 2023,Male,Computer Science,87.5,74.7,7.9,0,1,158,78.5,2.8,2,2.9,1,2,0,1,0,1,364,15,237,2.1,1
STU-1437,Batch 2025,Male,Electronics,80.9,73.1,6.32,1,1,138,59.4,3.6,1,1.4,1,6,0,1,0,1,186,2,366,3.3,1
STU-1438,Batch 2025,Other,Computer Science,71.9,77.5,7.46,0,0,26,56.0,4.6,2,3.3,0,0,2,1,0,6,10,15,245,2.0,1
STU-1439,Batch 2023,Female,Computer Science,81.6,70.9,7.89,0,0,93,59.4,2.8,1,3.2,0,0,2,0,0,12,232,2,386,2.9,0
STU-1440,Batch 2023,Male,Information Tech,66.6,73.6,7.02,0,0,223,83.7,4.3,1,3.1,0,0,1,2,0,3,10,0,490,2.4,0
STU-1441,Batch 2025,Female,Electronics,79.1,84.1,7.59,0,1,62,68.2,4.6,0,4.1,3,6,1,1,0,12,1070,0,219,3.9,1
STU-1442,Batch 2024,Male,Computer Science,77.7,70.2,6.34,2,2,374,65.5,2.7,1,3.9,0,0,1,0,0,3,371,2,302,3.6,0
STU-1443,Batch 2024,Female,Electronics,75.9,57.3,7.17,0,0,66,66.5,2.2,1,3.5,1,3,2,1,0,3,64,0,385,3.8,0
STU-1444,Batch 2025,Male,Mechanical,76.7,94.2,8.07,0,0,17,86.1,3.6,1,3.6,2,12,0,0,0,1,54,0,259,3.5,1
STU-1445,Batch 2025,Female,Electronics,59.2,90.2,7.57,0,0,54,57.5,3.0,4,3.1,0,0,1,0,0,6,86,2,385,2.5,0
STU-1446,Batch 2025,Male,Computer Science,72.5,60.8,6.75,0,0,333,86.4,4.9,1,4.8,3,18,1,2,0,3,79,15,398,4.0,1
STU-1447,Batch 2025,Female,Computer Science,78.9,82.6,7.65,0,0,42,70.9,3.4,1,1.9,2,12,0,0,0,6,84,0,472,5.0,1
STU-1448,Batch 2024,Female,Mechanical,79.6,69.5,8.19,0,0,223,65.8,2.8,1,3.3,2,4,2,1,0,6,69,2,235,3.9,1
STU-1449,Batch 2023,Female,Computer Science,67.7,77.9,5.15,1,1,234,98.0,2.5,2,3.3,0,0,0,0,0,3,175,2,188,3.3,0
STU-1450,Batch 2025,Male,Mechanical,90.7,78.2,8.67,0,0,47,53.2,4.3,0,3.9,1,6,0,0,1,6,32,15,277,2.5,0
STU-1451,Batch 2024,Male,Information Tech,69.3,72.4,7.03,0,0,10,63.0,2.9,3,2.4,1,2,1,0,1,12,337,15,185,2.9,0
STU-1452,Batch 2024,Male,Civil,87.7,66.4,7.87,0,1,142,50.7,3.4,4,1.6,3,9,1,0,0,3,301,2,399,4.0,1
STU-1453,Batch 2025,Male,Electronics,82.3,67.4,8.72,0,0,41,81.3,4.2,1,3.3,0,0,0,1,0,3,116,2,157,4.5,1
STU-1454,Batch 2023,Male,Civil,71.5,64.9,5.89,1,1,168,91.6,3.0,2,3.5,1,2,0,0,0,6,345,0,500,3.8,1
STU-1455,Batch 2024,Female,Information Tech,95.8,65.8,6.62,0,0,64,91.4,3.4,0,4.5,0,0,2,0,1,6,51,2,500,4.2,0
STU-1456,Batch 2023,Female,Electronics,66.1,74.3,7.08,0,0,73,85.1,3.4,2,2.1,0,0,0,0,0,1,10,2,322,4.2,0
STU-1457,Batch 2024,Male,Information Tech,87.2,67.1,6.54,0,0,166,65.2,3.9,2,4.2,0,0,1,0,2,3,174,5,441,4.0,1
STU-1458,Batch 2023,Male,Information Tech,88.0,82.5,9.31,0,1,53,62.9,3.9,1,5.0,1,6,1,1,0,3,110,2,91,3.1,1
STU-1459,Batch 2023,Male,Electronics,71.3,91.4,6.46,0,0,64,44.6,3.2,1,2.9,1,2,1,0,0,3,151,0,500,3.7,1
STU-1460,Batch 2023,Female,Mechanical,91.9,68.6,6.79,0,1,52,96.5,3.5,2,2.0,1,2,2,1,0,1,413,2,237,2.9,1
STU-1461,Batch 2024,Male,Civil,75.5,77.6,7.62,0,0,50,74.6,3.1,2,2.8,3,9,1,2,0,12,631,0,303,3.6,1
STU-1462,Batch 2025,Female,Electronics,80.9,80.5,6.08,1,1,82,61.1,2.2,1,3.2,0,0,1,1,0,6,181,0,60,3.9,0
STU-1463,Batch 2024,Male,Information Tech,80.6,80.2,6.96,1,2,182,86.6,3.6,2,3.7,1,3,1,1,0,3,260,0,388,4.9,1
STU-1464,Batch 2025,Other,Information Tech,76.7,75.8,7.75,1,1,49,54.4,4.9,2,2.7,0,0,1,0,0,6,16,0,165,2.6,1
STU-1465,Batch 2024,Female,Electronics,86.1,83.2,7.03,0,1,82,73.7,2.7,3,4.6,0,0,1,0,1,12,32,5,334,4.0,1
STU-1466,Batch 2023,Male,Computer Science,85.9,80.3,7.3,0,0,122,65.6,2.8,1,2.2,1,2,2,2,0,1,238,0,244,4.8,1
STU-1467,Batch 2025,Female,Computer Science,60.5,61.4,6.82,0,1,35,76.9,2.7,2,1.6,2,12,0,1,0,3,102,0,169,4.2,1
STU-1468,Batch 2023,Male,Information Tech,91.0,84.6,5.73,1,1,36,67.1,4.0,2,4.2,1,6,0,1,0,3,106,15,207,4.3,0
STU-1469,Batch 2025,Female,Computer Science,61.4,84.8,7.75,0,0,298,47.7,3.8,1,1.2,1,2,0,1,1,6,66,0,352,4.1,0
STU-1470,Batch 2023,Male,Computer Science,88.3,66.6,9.33,0,0,141,69.1,3.3,2,3.0,0,0,0,0,1,1,168,0,141,4.6,1
STU-1471,Batch 2025,Female,Computer Science,89.3,75.4,7.42,0,0,95,82.7,2.7,2,5.0,0,0,0,0,0,20,37,0,215,2.7,0
STU-1472,Batch 2023,Female,Computer Science,67.1,82.5,7.65,0,0,115,67.6,3.5,3,3.2,1,6,2,1,0,3,177,0,413,2.5,0
STU-1473,Batch 2025,Female,Computer Science,73.9,72.7,8.16,0,0,3,78.9,2.1,1,2.2,0,0,1,1,0,3,34,0,500,3.6,1
STU-1474,Batch 2024,Female,Civil,66.9,86.8,6.0,2,2,106,53.4,3.5,2,3.1,0,0,1,0,0,3,12,0,387,1.9,0
STU-1475,Batch 2025,Male,Information Tech,75.9,97.0,9.27,1,1,78,67.6,4.1,1,3.2,1,3,1,2,0,1,72,2,192,4.6,1
STU-1476,Batch 2023,Male,Information Tech,74.9,66.4,7.62,0,0,87,59.3,2.4,4,3.3,0,0,2,0,2,6,47,0,269,4.6,0
STU-1477,Batch 2024,Male,Electronics,85.8,59.8,9.2,0,0,49,78.5,2.2,1,3.8,0,0,1,0,0,20,396,0,324,3.3,1
STU-1478,Batch 2025,Male,Computer Science,91.1,78.3,6.59,1,1,9,68.4,4.7,4,2.3,1,2,2,2,0,3,10,5,271,3.3,1
STU-1479,Batch 2024,Female,Civil,92.0,82.9,9.4,0,0,24,77.7,2.9,3,4.7,1,3,0,1,0,20,35,0,446,3.5,1
STU-1480,Batch 2024,Male,Electronics,72.4,72.5,8.25,0,0,331,83.2,4.3,1,3.4,2,6,2,0,1,12,143,5,350,3.6,1
STU-1481,Batch 2025,Female,Computer Science,75.9,91.0,8.01,0,0,58,77.7,3.3,3,3.9,1,3,1,0,0,3,118,0,447,3.7,1
STU-1482,Batch 2024,Female,Information Tech,61.2,60.3,7.66,0,0,69,71.8,3.3,4,2.6,0,0,0,0,0,6,10,0,276,4.0,0
STU-1483,Batch 2024,Female,Mechanical,69.9,82.6,7.13,0,1,6,54.0,3.8,1,4.4,2,4,1,1,0,3,10,2,500,3.5,1
STU-1484,Batch 2024,Male,Civil,87.6,68.3,8.72,0,1,4,68.0,2.7,2,3.0,1,2,1,0,0,6,797,0,297,4.4,0
STU-1485,Batch 2025,Female,Information Tech,94.2,93.9,7.55,0,0,139,60.5,3.5,2,3.4,0,0,0,1,1,1,194,0,184,4.0,1
STU-1486,Batch 2023,Female,Electronics,65.7,96.9,5.24,0,0,85,63.2,3.1,1,2.4,0,0,1,2,0,6,82,2,500,3.1,0
STU-1487,Batch 2023,Male,Computer Science,72.1,66.6,6.17,1,1,78,62.8,2.3,0,2.3,1,2,0,1,1,1,114,0,65,4.7,0
STU-1488,Batch 2025,Female,Civil,77.7,69.0,7.2,1,1,31,54.3,3.7,1,3.8,1,6,0,0,0,12,56,2,217,2.5,0
STU-1489,Batch 2025,Female,Computer Science,80.8,84.5,7.74,0,0,150,40.6,3.2,1,2.8,1,2,2,1,0,12,76,5,232,3.5,1
STU-1490,Batch 2024,Male,Civil,69.9,70.7,7.34,0,0,20,58.6,3.3,2,2.4,1,2,1,0,1,3,188,0,500,4.4,1
STU-1491,Batch 2024,Male,Electronics,82.2,74.5,8.74,0,0,23,70.7,2.4,1,2.6,1,3,2,0,0,3,386,2,500,3.0,1
STU-1492,Batch 2023,Male,Electronics,73.3,75.3,5.25,0,0,68,49.1,4.7,3,3.8,3,9,1,0,0,3,37,2,500,3.8,1
STU-1493,Batch 2023,Male,Information Tech,77.9,53.9,7.56,1,1,37,68.2,4.1,2,2.6,1,2,0,0,0,6,330,50,274,4.0,0
STU-1494,Batch 2024,Male,Computer Science,83.5,74.8,5.4,0,1,31,94.6,4.2,0,3.1,0,0,1,2,0,3,23,5,500,2.9,0
STU-1495,Batch 2024,Male,Computer Science,78.1,67.4,8.24,0,0,114,82.3,3.2,2,3.2,1,3,1,0,0,6,44,5,372,3.5,1
STU-1496,Batch 2024,Male,Computer Science,73.6,69.6,7.3,0,1,116,91.0,2.0,2,1.5,0,0,3,0,2,3,10,0,457,3.5,1
STU-1497,Batch 2023,Male,Computer Science,76.9,90.9,7.86,0,1,191,73.5,5.0,4,1.9,1,2,0,3,2,1,27,2,345,3.2,1
STU-1498,Batch 2025,Female,Electronics,77.1,61.2,6.45,1,1,59,84.3,3.4,0,3.5,2,12,2,0,0,1,449,0,313,5.0,0
STU-1499,Batch 2025,Male,Information Tech,74.3,83.9,8.81,0,0,8,57.9,2.8,1,2.5,1,6,2,1,0,1,111,0,285,3.0,0
STU-1500,Batch 2025,Female,Computer Science,75.4,71.9,8.55,0,0,35,59.0,3.7,3,4.2,1,3,1,0,0,6,15,15,291,4.4,1
STU-1501,Batch 2024,Male,Civil,94.0,71.9,8.04,0,1,430,30.0,4.3,3,4.1,1,2,2,0,0,20,578,0,405,3.3,1
STU-1502,Batch 2024,Male,Mechanical,83.6,83.7,7.26,0,1,100,84.6,3.4,2,3.8,0,0,0,2,0,3,380,15,371,2.7,0
STU-1503,Batch 2025,Male,Civil,75.0,78.7,8.04,0,0,136,89.6,4.4,2,4.8,0,0,3,0,0,3,253,0,316,3.7,1
STU-1504,Batch 2025,Male,Civil,85.0,81.3,6.62,0,0,1,60.3,4.3,0,3.1,1,2,1,0,0,1,488,5,500,4.1,1
STU-1505,Batch 2023,Male,Computer Science,74.7,85.7,8.34,0,0,80,64.4,2.5,2,3.8,1,2,0,0,0,6,45,0,20,4.3,0
STU-1506,Batch 2025,Female,Information Tech,89.7,71.4,9.21,1,1,4,57.4,2.9,1,2.7,1,3,2,0,0,1,326,0,391,4.8,0
STU-1507,Batch 2025,Male,Electronics,81.7,68.3,8.58,0,0,93,73.4,4.2,1,5.0,0,0,1,0,0,6,211,0,420,5.0,1
STU-1508,Batch 2025,Female,Electronics,76.9,63.1,6.6,0,1,279,83.7,1.2,3,5.0,1,3,1,0,1,12,367,2,481,3.8,1
STU-1509,Batch 2025,Female,Computer Science,82.5,65.9,7.8,0,0,380,43.6,3.3,1,3.2,1,6,1,0,0,1,287,0,311,3.1,1
STU-1510,Batch 2024,Male,Mechanical,62.3,97.0,5.98,1,1,86,73.7,2.3,2,3.5,1,2,0,1,0,6,77,2,349,4.0,0
STU-1511,Batch 2024,Male,Computer Science,66.7,88.7,8.03,0,0,67,64.1,3.0,3,4.4,1,6,1,0,0,1,268,0,458,3.4,1
STU-1512,Batch 2025,Female,Computer Science,66.1,60.1,7.9,0,0,319,69.6,3.2,1,3.1,1,2,2,0,0,3,55,0,500,4.3,1
STU-1513,Batch 2025,Male,Information Tech,79.4,60.5,5.34,3,3,123,74.4,3.1,4,2.6,1,6,0,0,0,1,72,0,278,2.6,0
STU-1514,Batch 2023,Male,Information Tech,95.3,80.3,6.12,2,2,7,65.4,3.0,4,4.0,0,0,0,2,0,3,21,0,357,5.0,0
STU-1515,Batch 2023,Other,Information Tech,98.0,81.0,7.09,0,1,69,66.5,2.5,2,3.3,2,4,0,2,2,1,492,5,500,4.3,1
STU-1516,Batch 2024,Male,Computer Science,84.4,81.0,7.07,0,1,30,65.0,5.0,1,3.4,0,0,1,1,0,3,62,5,23,2.3,0
STU-1517,Batch 2025,Female,Mechanical,83.0,72.2,6.07,0,0,70,81.6,4.9,1,2.4,3,6,1,2,0,3,132,0,223,3.0,1
STU-1518,Batch 2025,Other,Computer Science,60.0,73.6,7.83,0,1,67,73.9,2.5,2,1.7,0,0,2,0,0,3,89,2,500,4.3,1
STU-1519,Batch 2023,Male,Computer Science,72.6,78.6,7.68,1,1,96,71.1,4.7,1,3.4,0,0,2,0,2,6,579,2,473,4.5,1
STU-1520,Batch 2024,Male,Mechanical,70.1,75.9,7.19,0,0,49,50.2,3.1,1,4.0,2,4,1,1,1,12,73,0,393,2.6,0
STU-1521,Batch 2024,Male,Civil,71.8,50.6,6.57,0,0,20,62.7,3.5,4,3.0,0,0,0,1,1,3,271,0,257,4.2,0
STU-1522,Batch 2025,Male,Mechanical,76.3,72.5,8.55,0,0,77,80.6,3.3,1,4.5,1,2,2,0,0,1,348,2,197,2.0,1
STU-1523,Batch 2025,Male,Mechanical,73.3,65.6,9.22,0,1,195,68.5,2.9,2,2.6,1,2,2,0,2,3,103,0,237,3.5,0
STU-1524,Batch 2025,Female,Electronics,58.2,76.9,6.87,0,0,120,77.2,4.2,0,2.3,2,6,1,3,0,12,86,0,500,4.5,1
STU-1525,Batch 2024,Male,Information Tech,85.5,97.0,6.73,0,0,45,92.7,3.5,2,3.1,3,9,1,1,0,6,248,0,232,3.2,1
STU-1526,Batch 2024,Male,Computer Science,67.3,79.0,7.94,0,0,302,82.5,3.0,3,3.1,0,0,2,0,1,3,439,2,334,2.4,1
STU-1527,Batch 2023,Other,Information Tech,80.4,71.6,7.01,0,0,268,69.3,2.4,1,3.9,1,6,1,1,2,1,253,0,214,3.7,1
STU-1528,Batch 2023,Female,Information Tech,98.0,85.1,7.25,0,0,26,60.8,2.7,1,2.5,0,0,0,0,0,3,46,0,438,3.1,0
STU-1529,Batch 2025,Female,Computer Science,68.8,80.3,8.21,0,0,4,32.3,2.1,2,4.4,0,0,1,0,0,3,395,0,245,4.1,0
STU-1530,Batch 2025,Male,Electronics,52.7,79.6,5.3,1,1,149,65.6,3.4,2,5.0,2,4,0,0,0,12,88,0,306,2.9,0
